Company,TypeName,Inches,Ram,OpSys,Weight,Price,PPI,Touchscreen,Cpu_Series,SSD_Capacity_GB,Has_HDD,Dedicated_GPU,OS_Group
HP,Notebook,17.3,8,Windows 10,2.63,57542,127.33567457123111,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,4,Windows 10,1.64,51841,111.93520355955211,0,Core i5,256,0,0,Windows
Acer,Notebook,15.6,6,Windows 10,2.1,21791,100.45466986113651,0,Other,0,1,1,Windows
MSI,Gaming,17.3,8,Windows 10,2.7,63499,127.33567457123111,0,Core i7,128,1,0,Windows
HP,Notebook,14.0,8,Windows 7,1.95,63669,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.84,65480,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Ultrabook,12.5,8,Windows 10,1.26,71874,176.23257360658386,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.04,39533,100.45466986113651,0,Core i5,0,1,0,Windows
Toshiba,Ultrabook,14.0,8,Windows 10,1.47,91908,157.3505121487356,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 7,2.09,56633,141.21199808219862,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,8,Windows 10,1.64,53839,157.3505121487356,0,Core i5,256,0,0,Windows
Lenovo,2 in 1 Convertible,15.6,4,Windows 10,1.8,45128,141.21199808219862,1,Core i7,256,0,0,Windows
Others,Notebook,14.0,2,Windows 10,1.45,11231,111.93520355955211,0,Other,0,0,0,Windows
Toshiba,Notebook,15.6,16,Windows 10,2.4,75924,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.3,55922,141.21199808219862,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,4,Windows 10,1.54,53280,157.3505121487356,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,8,Windows 10,1.84,112065,141.21199808219862,0,Core i5,256,1,0,Windows
HP,Notebook,14.0,8,Windows 7,1.43,78268,157.3505121487356,0,Core i5,256,0,0,Windows
MSI,Gaming,17.3,16,Windows 10,3.78,82351,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Gaming,17.3,16,Windows 10,4.6,122010,127.33567457123111,0,Core i7,128,1,0,Windows
Asus,Netbook,11.6,4,Chrome OS,1.2,15339,135.0942111925629,0,Celeron,0,0,0,Linux-Based
Lenovo,Notebook,14.0,16,Windows 7,1.1,139593,209.8006828649808,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.91,52161,141.21199808219862,0,Core i7,0,1,0,Windows
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.3,58288,141.21199808219862,1,Core i5,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.04,52161,100.45466986113651,0,Core i5,256,0,0,Windows
Dell,Ultrabook,13.3,16,Windows 10,1.2,120093,276.053530085501,1,Core i7,1024,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.31,37570,100.45466986113651,0,Core i3,0,1,0,Windows
HP,Notebook,15.6,4,No OS,1.96,26586,100.45466986113651,0,Core i5,0,1,0,Others
Acer,Notebook,15.6,8,Windows 10,2.4,23922,100.45466986113651,0,Other,0,1,1,Windows
Dell,2 in 1 Convertible,13.3,12,Windows 10,1.6,69210,165.6321180513006,1,Core i7,256,0,0,Windows
MSI,Gaming,15.6,16,Windows 10,2.94,96916,141.21199808219862,0,Core i7,256,1,0,Windows
HP,Notebook,15.6,8,Windows 10,2.04,57009,141.21199808219862,0,Core i7,256,0,0,Windows
Asus,Gaming,17.3,16,No OS,4.0,53173,127.33567457123111,0,Core i7,0,1,0,Others
Dell,Notebook,15.6,4,Windows 10,2.25,29783,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,16,Windows 10,2.32,52746,141.21199808219862,0,Core i7,0,1,1,Windows
MSI,Gaming,15.6,16,Windows 10,1.8,102777,141.21199808219862,0,Core i7,256,1,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.29,77682,165.6321180513006,0,Core i7,256,0,0,Windows
Asus,Gaming,17.3,64,Windows 10,3.58,211788,127.33567457123111,0,Core i7,1024,0,0,Windows
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,42517,165.6321180513006,1,Core i7,256,0,0,Windows
Dell,Gaming,15.6,16,Windows 10,3.21,70809,282.42399616439724,0,Core i7,256,1,0,Windows
Apple,Ultrabook,12.0,8,Mac OS X,0.92,69264,226.41554716935852,0,Other,0,0,0,MacOS
Dell,Notebook,15.6,4,Windows 10,2.06,25679,100.45466986113651,0,Core i3,0,1,0,Windows
HP,Notebook,15.6,4,Windows 10,2.31,63882,100.45466986113651,0,Core i5,0,1,0,Windows
HP,Ultrabook,12.5,8,Windows 7,1.26,63882,176.23257360658386,0,Core i5,256,0,0,Windows
HP,Notebook,13.3,8,Windows 10,1.49,58075,165.6321180513006,0,Core i7,256,0,0,Windows
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,91294,176.23257360658386,1,Core i7,256,0,0,Windows
Lenovo,Notebook,17.3,8,Windows 10,3.0,35111,106.11306214269258,0,Core i5,0,1,1,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.3,52054,141.21199808219862,0,Core i5,0,1,0,Windows
MSI,Gaming,17.3,16,Windows 10,3.78,133146,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.1,28771,100.45466986113651,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,4,Windows 7,2.31,50083,141.21199808219862,0,Core i5,0,1,0,Windows
Lenovo,Ultrabook,12.5,8,Windows 10,0.99,74538,234.9767648087785,1,Other,512,0,0,Windows
Lenovo,Gaming,17.3,32,Windows 10,4.6,172627,127.33567457123111,0,Core i7,512,0,0,Windows
Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,34433,224.17380907857276,1,Other,0,0,0,Windows
HP,Ultrabook,13.3,16,Windows 10,1.3,109170,331.2642361026012,0,Core i7,512,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.18,39960,141.21199808219862,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,4,Windows 7,1.54,54931,157.3505121487356,0,Core i5,0,1,0,Windows
HP,Workstation,15.6,8,Windows 7,1.9,79653,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 7,1.7,63882,157.3505121487356,0,Core i5,180,0,0,Windows
HP,Notebook,13.3,4,Chrome OS,1.29,32767,276.053530085501,0,Pentium,0,0,0,Linux-Based
Acer,Notebook,15.6,4,Windows 10,2.4,20619,100.45466986113651,0,Other,0,1,1,Windows
Dell,Notebook,15.6,4,Linux,2.2,20965,100.45466986113651,0,Pentium,0,1,0,Linux-Based
HP,Notebook,15.6,4,No OS,1.86,18434,100.45466986113651,0,Core i3,0,1,0,Others
Asus,Gaming,17.3,8,Windows 10,2.7,85194,127.33567457123111,0,Core i7,256,1,0,Windows
Dell,Ultrabook,13.3,4,Windows 10,1.4,43601,165.6321180513006,0,Core i5,256,0,1,Windows
HP,Netbook,12.5,4,Windows 7,2.4,85194,125.36742798669837,0,Core i5,128,0,0,Windows
Acer,Notebook,15.6,8,Windows 10,2.4,42570,141.21199808219862,0,Core i5,256,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.36,34035,141.21199808219862,0,Core i5,0,1,1,Windows
MSI,Gaming,17.3,8,Windows 10,2.6,85194,127.33567457123111,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,1.96,26640,100.45466986113651,0,Pentium,0,1,0,Windows
Asus,Gaming,17.3,16,Windows 10,4.3,122490,127.33567457123111,0,Core i7,128,1,0,Windows
Dell,Ultrabook,12.5,4,Windows 7,1.5,60480,125.36742798669837,0,Core i3,0,1,0,Windows
Dell,Ultrabook,12.5,4,Windows 7,1.5,62176,125.36742798669837,0,Core i3,128,0,0,Windows
Acer,Notebook,15.6,4,Chrome OS,2.2,11135,100.45466986113651,0,Celeron,16,0,0,Linux-Based
HP,Workstation,17.3,8,Windows 7,3.0,154458,127.33567457123111,0,Core i7,0,1,0,Windows
Lenovo,Gaming,15.6,16,Windows 10,2.4,63882,141.21199808219862,0,Core i7,512,0,0,Windows
Dell,Ultrabook,12.5,8,Windows 7,1.5,75289,125.36742798669837,0,Core i5,256,0,0,Windows
MSI,Gaming,17.3,8,Windows 10,2.9,80516,127.33567457123111,0,Core i7,128,1,0,Windows
Lenovo,2 in 1 Convertible,15.6,4,Windows 10,2.1,46193,141.21199808219862,1,Core i5,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.1,21205,141.21199808219862,0,Other,0,1,1,Windows
Asus,Gaming,15.6,16,Windows 10,2.59,71341,141.21199808219862,0,Core i7,128,1,0,Windows
HP,Notebook,13.3,8,Windows 10,1.16,90522,276.053530085501,1,Other,256,0,0,Windows
Dell,Notebook,15.6,4,Windows 7,2.24,40980,100.45466986113651,0,Core i5,0,1,1,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.1,22857,100.45466986113651,0,Core i3,128,0,0,Windows
HP,Ultrabook,13.3,8,Windows 10,1.16,104908,165.6321180513006,0,Core i7,512,0,0,Windows
Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,29250,224.17380907857276,1,Other,0,0,0,Others
Dell,Ultrabook,13.3,8,Windows 10,1.23,73473,165.6321180513006,0,Core i7,256,0,0,Windows
Lenovo,Gaming,17.3,16,Windows 10,4.6,146519,127.33567457123111,0,Core i7,256,0,0,Windows
Others,Ultrabook,12.5,8,Windows 10,1.25,54825,352.4651472131677,1,Core i7,256,0,0,Windows
Toshiba,Ultrabook,13.3,16,Windows 10,1.05,118601,165.6321180513006,0,Core i7,512,0,0,Windows
Asus,Gaming,17.3,8,Windows 10,3.52,69929,127.33567457123111,0,Core i7,128,1,0,Windows
Others,Notebook,13.3,4,Windows 10,1.35,10442,165.6321180513006,0,Other,0,0,0,Windows
HP,Notebook,13.3,8,Windows 10,1.16,90043,165.6321180513006,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,8,Windows 7,1.43,80612,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Linux,2.09,27899,100.45466986113651,0,Core i5,0,1,0,Linux-Based
Asus,Notebook,15.6,4,Windows 10,2.0,23176,100.45466986113651,0,Core i3,0,1,0,Windows
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.8,88924,157.3505121487356,1,Core i7,256,0,0,Windows
Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,25521,224.17380907857276,1,Other,0,0,0,Windows
HP,Ultrabook,12.5,8,Windows 7,1.26,100965,125.36742798669837,0,Core i5,256,0,0,Windows
Lenovo,Gaming,15.6,8,No OS,2.4,52693,141.21199808219862,0,Core i5,128,1,0,Others
HP,Gaming,17.3,8,Windows 10,3.35,60153,127.33567457123111,0,Core i5,128,1,0,Windows
HP,Notebook,15.6,8,Windows 10,2.04,33513,100.45466986113651,0,Core i7,0,1,0,Windows
Lenovo,2 in 1 Convertible,14.0,8,Windows 7,1.8,109244,157.3505121487356,1,Core i7,512,0,0,Windows
Asus,Notebook,14.0,4,Windows 10,1.5,14811,111.93520355955211,0,Celeron,0,0,0,Windows
HP,Ultrabook,15.6,8,Windows 10,1.84,40066,141.21199808219862,0,Core i7,256,0,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.23,32820,141.21199808219862,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,16,Windows 10,2.5,58554,141.21199808219862,0,Core i7,0,0,1,Windows
HP,Workstation,17.3,8,Windows 7,3.0,210424,127.33567457123111,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.5,41771,100.45466986113651,0,Core i5,0,1,1,Windows
MSI,Gaming,17.3,16,Windows 10,3.78,127818,127.33567457123111,0,Core i7,256,1,0,Windows
HP,Ultrabook,15.6,8,Windows 7,1.88,115709,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,2.8,130003,209.8006828649808,1,Core i7,512,0,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.4,60888,141.21199808219862,0,Core i7,128,1,0,Windows
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,86793,165.6321180513006,1,Core i5,256,0,0,Windows
HP,Workstation,15.6,8,Windows 7,2.59,118761,141.21199808219862,0,Core i7,256,0,0,Windows
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,95850,220.84282406840083,1,Core i7,256,0,0,Windows
HP,Workstation,15.6,8,Windows 7,2.0,101178,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Ultrabook,12.5,8,Windows 7,1.26,122381,176.23257360658386,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.18,53807,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,8,Windows 7,1.88,84129,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.27,124621,209.8006828649808,1,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,4,No OS,1.9,18061,100.45466986113651,0,Core i3,0,1,0,Others
HP,Notebook,15.6,4,Windows 10,1.86,15824,100.45466986113651,0,Other,0,1,1,Windows
Lenovo,Notebook,15.6,8,No OS,2.32,31914,141.21199808219862,0,Core i5,0,1,1,Others
Dell,Gaming,15.6,8,Windows 10,2.62,63882,141.21199808219862,0,Core i7,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.04,119916,282.42399616439724,1,Core i5,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,1.91,25515,141.21199808219862,0,Other,256,0,1,Windows
MSI,Gaming,17.3,16,Windows 10,2.7,79536,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Ultrabook,14.0,12,Windows 7,1.4,122490,157.3505121487356,0,Core i7,512,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.5,42010,141.21199808219862,0,Core i5,0,0,1,Windows
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,108744,220.84282406840083,1,Core i7,512,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 7,1.7,79866,157.3505121487356,0,Core i7,256,0,0,Windows
MSI,Gaming,14.0,16,Windows 10,1.7,94252,157.3505121487356,0,Core i7,256,1,0,Windows
HP,Gaming,15.6,8,Windows 10,2.62,47898,141.21199808219862,0,Core i7,0,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.2,24455,100.45466986113651,0,Core i3,0,1,0,Windows
HP,Notebook,15.6,4,No OS,2.1,25414,100.45466986113651,0,Core i5,0,1,0,Others
Dell,Gaming,15.6,8,Windows 10,2.62,79813,282.42399616439724,0,Core i7,128,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,1.95,74059,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,24935,141.21199808219862,0,Core i3,0,1,0,Windows
HP,Notebook,14.0,2,Windows 10,1.44,13266,111.93520355955211,0,Celeron,0,0,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,44701,141.21199808219862,0,Core i7,0,1,0,Windows
HP,Notebook,15.6,8,Windows 10,1.96,36177,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,16,Windows 10,2.1,61751,141.21199808219862,0,Core i7,512,0,0,Windows
Asus,Notebook,15.6,4,Windows 10,2.2,19660,100.45466986113651,0,Celeron,0,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,2.1,21205,100.45466986113651,0,Core i5,0,1,0,Others
Lenovo,Notebook,15.6,8,No OS,2.2,37775,141.21199808219862,0,Core i7,0,1,0,Others
Asus,Notebook,14.0,4,Windows 10,2.0,40972,157.3505121487356,0,Core i3,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 7,2.32,43956,141.21199808219862,0,Core i7,0,0,0,Windows
Lenovo,Gaming,15.6,16,Windows 10,3.31,69530,141.21199808219862,0,Core i7,512,0,0,Windows
MSI,Gaming,15.6,16,Windows 10,1.91,114731,141.21199808219862,0,Core i7,128,1,0,Windows
HP,Notebook,15.6,4,Windows 10,2.07,34632,100.45466986113651,0,Core i3,0,1,0,Windows
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.36,87219,209.8006828649808,1,Core i5,256,0,0,Windows
Lenovo,Ultrabook,15.6,6,Windows 10,1.54,44275,141.21199808219862,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Linux,1.98,47686,141.21199808219862,0,Core i7,256,0,0,Linux-Based
Acer,Notebook,15.6,4,Windows 10,2.1,17742,100.45466986113651,0,Celeron,0,1,0,Windows
HP,Notebook,15.6,6,Windows 10,2.18,42570,141.21199808219862,0,Core i7,0,1,0,Windows
Asus,Gaming,15.6,8,Windows 10,2.591,48431,141.21199808219862,0,Core i7,256,1,0,Windows
Dell,2 in 1 Convertible,15.6,16,Windows 10,2.09,62817,141.21199808219862,1,Core i7,512,0,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.23,36816,141.21199808219862,0,Core i5,256,0,0,Windows
Dell,Ultrabook,13.3,8,Linux,1.23,58554,276.053530085501,1,Core i5,256,0,0,Linux-Based
Acer,Gaming,17.3,16,Windows 10,4.2,138474,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Gaming,15.6,8,Windows 10,2.4,43636,141.21199808219862,0,Core i5,0,1,0,Windows
Others,2 in 1 Convertible,12.3,4,Chrome OS,1.15,35111,234.50740003017813,1,Cortex,0,0,0,Linux-Based
HP,Notebook,15.6,4,Windows 10,1.86,25840,100.45466986113651,0,Core i5,0,1,0,Windows
Apple,Ultrabook,12.0,8,Mac OS X,0.92,61964,226.41554716935852,0,Other,0,0,0,MacOS
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,63882,165.6321180513006,1,Core i5,256,0,0,Windows
HP,Notebook,15.6,12,Windows 10,2.21,70702,141.21199808219862,0,Core i7,128,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,1.9,19607,100.45466986113651,0,Core i3,0,1,1,Others
Asus,Gaming,17.3,16,Windows 10,4.3,114552,127.33567457123111,0,Core i7,512,1,0,Windows
Acer,Notebook,15.6,4,Linux,2.1,14492,100.45466986113651,0,Celeron,0,1,0,Linux-Based
MSI,Gaming,17.3,16,Windows 10,2.43,109165,127.33567457123111,0,Core i7,256,1,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.3,26586,100.45466986113651,0,Core i3,128,0,1,Windows
Lenovo,Notebook,15.6,8,No OS,2.2,33513,100.45466986113651,0,Core i7,0,1,0,Others
Dell,2 in 1 Convertible,15.6,16,Windows 10,2.0,68464,141.21199808219862,1,Core i7,512,0,0,Windows
Dell,Ultrabook,13.3,16,Windows 10,1.2,142790,276.053530085501,1,Core i7,512,0,0,Windows
Asus,Gaming,15.6,8,Windows 10,2.2,62284,141.21199808219862,0,Core i7,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.36,47365,141.21199808219862,0,Core i5,256,0,1,Windows
HP,Notebook,15.6,8,Windows 10,1.91,30849,100.45466986113651,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,15930,100.45466986113651,0,Other,0,1,1,Windows
Acer,Notebook,17.3,8,Windows 10,3.3,33513,106.11306214269258,0,Core i3,0,1,0,Windows
Asus,Gaming,15.6,16,Windows 10,2.2,130482,141.21199808219862,0,Core i7,256,1,0,Windows
Apple,Ultrabook,12.0,8,Mac OS X,0.92,68145,226.41554716935852,0,Other,0,0,0,MacOS
Asus,Notebook,15.6,16,Windows 10,2.2,93186,141.21199808219862,0,Core i7,128,1,0,Windows
MSI,Gaming,17.3,16,Windows 10,2.43,103842,127.33567457123111,0,Core i7,256,1,0,Windows
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.191,53226,141.21199808219862,1,Core i5,256,0,0,Windows
Asus,Gaming,17.3,16,Windows 10,2.9,103842,127.33567457123111,0,Core i7,256,1,0,Windows
Acer,Netbook,11.6,2,Chrome OS,1.3,9270,135.0942111925629,0,Celeron,32,0,0,Linux-Based
Acer,Notebook,17.3,4,Windows 10,3.3,31861,106.11306214269258,0,Core i3,0,1,0,Windows
Lenovo,Notebook,17.3,8,No OS,2.8,28717,106.11306214269258,0,Core i5,0,1,0,Others
Lenovo,Gaming,15.6,8,Windows 10,2.6,67772,141.21199808219862,0,Core i7,128,1,0,Windows
Acer,2 in 1 Convertible,14.0,8,Windows 10,1.2,61218,157.3505121487356,1,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.3,81465,141.21199808219862,0,Core i7,256,0,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,78647,141.21199808219862,0,Core i7,128,1,0,Windows
HP,Notebook,15.6,6,Windows 10,2.1,28185,141.21199808219862,0,Other,0,1,1,Windows
Dell,Ultrabook,12.5,8,Windows 7,1.26,91288,176.23257360658386,1,Core i5,256,0,0,Windows
Dell,2 in 1 Convertible,15.0,4,Windows 10,2.08,27119,146.86047800548656,1,Core i3,0,1,0,Windows
Asus,Notebook,15.6,4,Windows 10,2.65,16463,100.45466986113651,0,Pentium,0,1,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.29,78694,276.053530085501,1,Core i7,256,0,0,Windows
Dell,Notebook,15.6,4,Linux,2.18,27804,100.45466986113651,0,Core i5,0,1,0,Linux-Based
Lenovo,Gaming,15.6,16,Windows 10,2.6,54825,141.21199808219862,1,Core i7,128,1,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,61218,141.21199808219862,0,Core i7,128,1,0,Windows
Lenovo,Netbook,12.5,16,Windows 10,1.3,87912,176.23257360658386,1,Core i7,512,0,0,Windows
Others,Gaming,14.0,16,Windows 10,1.95,186426,157.3505121487356,0,Core i7,1024,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.3,24988,100.45466986113651,1,Core i3,0,1,0,Windows
MSI,Gaming,17.3,16,Windows 10,2.7,85141,127.33567457123111,0,Core i7,256,1,0,Windows
Apple,Ultrabook,11.6,4,Mac OS X,1.08,51095,135.0942111925629,0,Core i5,0,0,0,MacOS
HP,Notebook,15.6,4,Windows 10,2.1,25467,141.21199808219862,0,Core i3,0,1,0,Windows
HP,Ultrabook,14.0,8,Windows 7,1.54,117119,209.8006828649808,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,4,Windows 7,2.24,39267,100.45466986113651,0,Core i5,0,1,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.3,62284,141.21199808219862,0,Core i7,128,1,0,Windows
Lenovo,Notebook,13.3,16,Windows 10,1.4,79866,165.6321180513006,0,Core i7,512,0,0,Windows
Lenovo,Notebook,15.6,6,Windows 10,2.2,31838,141.21199808219862,0,Other,256,0,1,Windows
Asus,Ultrabook,13.3,8,Windows 10,1.45,68198,165.6321180513006,0,Core i7,256,0,0,Windows
Acer,Notebook,15.6,4,Linux,2.4,19276,100.45466986113651,0,Core i3,0,1,0,Linux-Based
Dell,2 in 1 Convertible,17.3,16,Windows 10,2.77,95850,127.33567457123111,1,Core i7,512,0,0,Windows
HP,Notebook,14.0,4,Windows 7,1.54,58607,157.3505121487356,0,Core i5,256,0,0,Windows
Asus,Gaming,15.6,16,Windows 10,2.5,85248,141.21199808219862,0,Core i7,256,1,0,Windows
Dell,Notebook,14.0,4,Windows 10,1.6,46620,111.93520355955211,0,Core i5,0,1,0,Windows
Asus,Gaming,15.6,16,Windows 10,2.34,123876,141.21199808219862,0,Core i7,256,1,0,Windows
Lenovo,Notebook,15.6,8,No OS,2.3,30529,141.21199808219862,0,Core i5,256,0,0,Others
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,96596,276.053530085501,1,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Linux,2.2,17262,100.45466986113651,0,Pentium,0,1,0,Linux-Based
HP,Notebook,15.6,4,Windows 10,1.86,21258,100.45466986113651,0,Other,0,1,1,Windows
Lenovo,Notebook,15.6,6,Windows 10,2.4,30316,141.21199808219862,0,Core i3,128,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.9,57116,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.2,23655,100.45466986113651,0,Pentium,0,1,0,Windows
Asus,Notebook,15.6,4,Windows 10,2.0,18061,100.45466986113651,0,Celeron,0,1,0,Windows
Asus,Gaming,17.3,16,Windows 10,4.0,101232,127.33567457123111,0,Core i7,128,1,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.29,26107,100.45466986113651,0,Core i3,0,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 7,2.32,47685,141.21199808219862,0,Core i7,0,0,1,Windows
MSI,Gaming,15.6,8,Windows 10,2.4,65481,141.21199808219862,0,Core i7,128,1,0,Windows
Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,44382,157.3505121487356,1,Core i5,128,0,0,Windows
Asus,Ultrabook,13.3,8,Windows 10,1.2,38841,165.6321180513006,0,Other,512,0,0,Windows
Dell,Notebook,15.6,6,Windows 10,2.3,24455,100.45466986113651,0,Core i3,0,1,0,Windows
Acer,Notebook,15.6,4,Linux,2.4,15397,100.45466986113651,0,Celeron,0,1,0,Linux-Based
Dell,Notebook,15.6,2,Windows 10,2.2,20193,100.45466986113651,0,Celeron,0,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.6,47898,141.21199808219862,0,Core i7,0,1,0,Windows
HP,Notebook,15.6,6,Windows 10,2.04,29303,141.21199808219862,0,Other,0,0,1,Windows
Dell,Notebook,15.6,8,Linux,2.3,42943,100.45466986113651,0,Core i7,0,1,1,Linux-Based
HP,Netbook,11.6,2,Windows 10,1.17,11135,135.0942111925629,0,Celeron,0,0,0,Windows
Asus,Notebook,15.6,4,Windows 10,2.2,38378,100.45466986113651,0,Core i7,0,1,0,Windows
Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,33992,157.3505121487356,1,Core i7,128,0,0,Windows
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,79866,276.053530085501,1,Core i7,512,0,0,Windows
Lenovo,Notebook,14.0,2,Windows 10,1.5,12201,111.93520355955211,0,Celeron,0,0,0,Windows
HP,Notebook,15.6,6,Windows 10,2.19,40705,100.45466986113651,0,Core i7,0,1,1,Windows
